loan_application_id,applicant_id,Months_loan_taken_for,Purpose,Principal_loan_amount,EMI_rate_in_percentage_of_disposable_income,Property,Has_coapplicant,Has_guarantor,Other_EMI_plans,Number_of_existing_loans_at_this_bank,Loan_history,high_risk_applicant
d68e73ea-edad-11ea-a50d-02cb8061727a,1428226,9,business,1449000,3,car or other,0,0,,2,existing loans paid back duly till now,0
d68e7480-edad-11ea-ba0c-3b77cf352b21,1590101,18,new vehicle,1820000,2,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,0
d68e750c-edad-11ea-a7c6-2bf75d1a4478,1655095,12,FF&E,983000,1,real estate,0,0,,1,existing loans paid back duly till now,0
d68e758e-edad-11ea-825a-2b0ea2ed4663,1221103,36,new vehicle,3249000,2,,0,0,bank,1,existing loans paid back duly till now,0
d68e761a-edad-11ea-a39e-3a0670a23860,1660809,6,electronic equipment,1957000,1,car or other,0,0,,1,critical/pending loans at other banks,0
d68e76a6-edad-11ea-a76d-312eb73a4dcf,1221118,9,FF&E,2406000,2,car or other,0,0,,1,critical/pending loans at other banks,0
d68e7732-edad-11ea-9e2a-0daf25471029,1462188,39,education,11760000,2,,0,0,,1,delay in paying off loans in the past,0
d68e77b4-edad-11ea-8ac7-4131abcf9e11,1461535,12,FF&E,2578000,3,,0,0,,1,existing loans paid back duly till now,0
d68e7840-edad-11ea-ad7f-21ed62d1e075,1587786,36,FF&E,2348000,3,building society savings agreement/life insurance,0,0,,2,critical/pending loans at other banks,0
d68e78cc-edad-11ea-b00e-032d1fc08339,1565522,12,new vehicle,1223000,1,real estate,0,0,,2,existing loans paid back duly till now,1
d68e794e-edad-11ea-baf3-4054ccca7905,1813841,24,electronic equipment,1516000,4,real estate,0,0,,2,critical/pending loans at other banks,0
d68e79da-edad-11ea-9e24-219746aa962f,1393314,18,electronic equipment,1473000,3,real estate,0,0,,1,existing loans paid back duly till now,0
d68e7a66-edad-11ea-ad26-203d46c87570,1121764,18,business,1887000,4,real estate,0,0,bank,2,critical/pending loans at other banks,0
d68e7af2-edad-11ea-8c36-55bdadcef260,1147492,24,business,8648000,2,car or other,0,0,bank,2,delay in paying off loans in the past,1
d68e7b74-edad-11ea-a21f-129a5345eae9,1174819,14,new vehicle,802000,4,car or other,0,0,,2,delay in paying off loans in the past,0
d68e7c00-edad-11ea-9632-0782d97c3bdc,1623240,18,new vehicle,2899000,4,car or other,0,0,,1,delay in paying off loans in the past,0
d68e7c8c-edad-11ea-b3cf-4e986e428429,1766191,24,electronic equipment,2039000,1,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,1
d68e7d22-edad-11ea-a689-47351595d142,1437656,24,used vehicle,2197000,4,car or other,0,0,,2,critical/pending loans at other banks,0
d68e7dae-edad-11ea-9d94-46895c6b8b82,1225095,15,electronic equipment,1053000,4,real estate,0,0,,1,existing loans paid back duly till now,0
d68e7e3a-edad-11ea-8c01-14f2ddef779c,1755656,24,electronic equipment,3235000,3,car or other,0,0,,1,existing loans paid back duly till now,0
d68e7ec6-edad-11ea-997a-330a71630b78,1143716,12,new vehicle,939000,4,real estate,0,0,,3,critical/pending loans at other banks,1
d68e7f48-edad-11ea-ae4e-350dc26847f1,1465874,24,electronic equipment,1967000,4,car or other,0,0,,1,existing loans paid back duly till now,0
d68e7fd4-edad-11ea-ae98-56d2e2658fe8,1661563,33,used vehicle,7253000,3,car or other,0,0,,2,critical/pending loans at other banks,0
d68e8060-edad-11ea-a456-2e433ec7e08a,1238022,12,business,2292000,4,car or other,0,0,stores,2,critical/pending loans at other banks,1
d68e80e2-edad-11ea-b5be-365fffbf55ad,1276723,10,new vehicle,1597000,3,,0,0,,1,existing loans paid back duly till now,0
d68e816e-edad-11ea-8bbf-40e171e090d0,1564344,24,new vehicle,1381000,4,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,1
d68e81fa-edad-11ea-9840-42373f47abc5,1774377,36,used vehicle,5842000,2,building society savings agreement/life insurance,0,0,,2,critical/pending loans at other banks,0
d68e8286-edad-11ea-8300-250695092b1c,1558926,12,new vehicle,2579000,4,real estate,0,0,,1,existing loans paid back duly till now,1
d68e8308-edad-11ea-9779-167f08d68f04,1555430,18,education,8471000,1,car or other,0,0,,2,delay in paying off loans in the past,0
d68e8394-edad-11ea-bcb2-27824d588d00,1529020,21,new vehicle,2782000,1,car or other,0,0,bank,1,existing loans paid back duly till now,0
d68e8420-edad-11ea-ad31-1dec8e8fe67f,1291905,18,new vehicle,1042000,4,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,1
d68e84ac-edad-11ea-8cd8-3fd3e6c126fd,1213257,15,new vehicle,3186000,2,car or other,0,0,,1,existing loans paid back duly till now,0
d68e852e-edad-11ea-8ac0-3bcdfc40abde,1388888,12,used vehicle,2028000,4,car or other,0,0,,1,existing loans paid back duly till now,0
d68e85ba-edad-11ea-95d8-57a2d978c68f,1186232,12,new vehicle,958000,2,real estate,0,0,,2,critical/pending loans at other banks,0
d68e8646-edad-11ea-b287-1ddf2e69db6a,1358802,21,FF&E,1591000,4,real estate,0,0,,2,delay in paying off loans in the past,0
d68e86c8-edad-11ea-800e-1d7a2e977bdf,1703163,12,FF&E,2762000,1,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,1
d68e8754-edad-11ea-bb8a-0c557ca8b5de,1581463,18,used vehicle,2779000,1,car or other,0,0,,1,existing loans paid back duly till now,0
d68e87e0-edad-11ea-aee8-51a92437068b,1412269,28,electronic equipment,2743000,4,car or other,0,0,,2,critical/pending loans at other banks,0
d68e886c-edad-11ea-8617-2b5e1d0af012,1787696,18,electronic equipment,1149000,4,real estate,0,0,,2,critical/pending loans at other banks,0
d68e88f8-edad-11ea-a6e0-4f409bb55583,1657309,9,FF&E,1313000,1,car or other,0,0,,1,existing loans paid back duly till now,0
d68e8984-edad-11ea-8216-2c942d696915,1817813,18,repair costs,1190000,2,,0,0,,3,critical/pending loans at other banks,1
d68e8a06-edad-11ea-aeab-072440d4f63d,1534316,5,business,3448000,1,real estate,0,0,,1,existing loans paid back duly till now,0
d68e8a92-edad-11ea-8b9e-2c7f630c8bf5,1304185,24,,11328000,2,car or other,1,0,bank,2,existing loans paid back duly till now,1
d68e8b1e-edad-11ea-bbf4-10f943ef18d3,1714829,6,FF&E,1872000,4,,0,0,,3,critical/pending loans at other banks,0
d68e8baa-edad-11ea-8127-2193a4bb0453,1796503,24,repair costs,2058000,4,real estate,0,0,,2,critical/pending loans at other banks,0
d68e8c2c-edad-11ea-bc7e-23d0dff536c8,1336695,9,FF&E,2136000,3,real estate,0,0,,1,existing loans paid back duly till now,0
d68e8cb8-edad-11ea-a6a3-364739354c29,1879817,12,electronic equipment,1484000,2,real estate,0,0,,1,existing loans paid back duly till now,1
d68e8d44-edad-11ea-bf1a-00c4cbee35aa,1779410,6,repair costs,660000,2,real estate,0,0,,1,existing loans paid back duly till now,0
d68e8dc6-edad-11ea-93bf-06bac5339bea,1727640,24,new vehicle,1287000,4,real estate,0,0,,2,critical/pending loans at other banks,0
d68e8e52-edad-11ea-ade0-397387bb0de7,1119602,42,repair costs,3394000,4,car or other,1,0,,2,critical/pending loans at other banks,0
d68e8ede-edad-11ea-a77d-34c1d776cbb1,1548375,12,business,609000,4,real estate,0,0,,1,all loans at this bank paid back duly,1
d68e8f60-edad-11ea-b47b-374afaf145c9,1515084,12,new vehicle,1884000,4,car or other,0,0,,1,existing loans paid back duly till now,0
d68e8fec-edad-11ea-809c-0a572db22a8a,1523394,12,FF&E,1620000,2,building society savings agreement/life insurance,1,0,,1,existing loans paid back duly till now,0
d68e9078-edad-11ea-9409-4edb70439729,1327436,20,,2629000,2,car or other,0,0,bank,2,delay in paying off loans in the past,0
d68e90fa-edad-11ea-b044-180b8ea976c7,1769463,12,education,719000,4,car or other,0,0,bank,1,existing loans paid back duly till now,1
d68e9186-edad-11ea-abfb-4e272b7fedac,1454649,48,FF&E,5096000,2,car or other,0,0,,1,critical/pending loans at other banks,1
d68e9212-edad-11ea-af3f-4acc0c69b663,1282543,9,education,1244000,4,building society savings agreement/life insurance,0,0,,2,critical/pending loans at other banks,0
d68e9294-edad-11ea-a3e4-06b336455b9d,1604148,36,new vehicle,1842000,4,car or other,0,0,,1,existing loans paid back duly till now,1
d68e9320-edad-11ea-a29c-24657643adde,1461545,7,electronic equipment,2576000,2,real estate,0,1,,1,existing loans paid back duly till now,0
d68e93ac-edad-11ea-8fd3-16dfbd1a4dcd,1579121,12,FF&E,1424000,3,real estate,0,0,,1,existing loans paid back duly till now,0
d68e942e-edad-11ea-8066-16543c193d95,1662555,15,repair costs,1512000,3,building society savings agreement/life insurance,0,0,stores,2,delay in paying off loans in the past,1
d68e94ba-edad-11ea-b2a3-42017a0b38f8,1451745,36,used vehicle,11054000,4,car or other,0,0,,1,critical/pending loans at other banks,0
d68e9546-edad-11ea-99c9-14a81c468aa4,1590235,6,electronic equipment,518000,3,real estate,0,0,,1,existing loans paid back duly till now,0
d68e95c8-edad-11ea-8750-474542a76fef,1610382,12,FF&E,2759000,2,building society savings agreement/life insurance,0,0,,2,no loans taken/all loans paid back duly,0
d68e9654-edad-11ea-8d0f-1b14f986a13b,1611614,24,used vehicle,2670000,4,car or other,0,0,,1,existing loans paid back duly till now,0
d68e96e0-edad-11ea-b9e3-4edbffe0b7fe,1790490,24,new vehicle,4817000,2,building society savings agreement/life insurance,1,0,,1,existing loans paid back duly till now,1
d68e976c-edad-11ea-9d2c-2a2fdd698f62,1396015,24,used vehicle,2679000,4,,0,0,,1,existing loans paid back duly till now,0
d68e97ee-edad-11ea-8e4a-2d37542daa9f,1140019,11,new vehicle,3905000,2,real estate,0,0,,2,critical/pending loans at other banks,0
d68e987a-edad-11ea-bccb-2b590e05fc99,1751876,12,used vehicle,3386000,3,,0,0,,1,existing loans paid back duly till now,1
d68e9906-edad-11ea-8c47-11608e1b8db0,1344543,6,domestic appliances,343000,4,real estate,0,0,,1,existing loans paid back duly till now,0
d68e9988-edad-11ea-9cb1-1613b30e3700,1486366,18,electronic equipment,4594000,3,car or other,0,0,,1,existing loans paid back duly till now,0
d68e9a14-edad-11ea-a521-4150c8b479c3,1862524,36,FF&E,3620000,1,building society savings agreement/life insurance,0,1,,1,existing loans paid back duly till now,0
d68e9aa0-edad-11ea-8ef5-2bd20fec3a4b,1794199,15,new vehicle,1721000,2,real estate,0,0,,1,existing loans paid back duly till now,0
d68e9b22-edad-11ea-a672-3eb0d8d625c2,1114695,12,FF&E,3017000,3,real estate,0,0,,1,existing loans paid back duly till now,0
d68e9bae-edad-11ea-a92b-443c56e02742,1252248,12,career development,754000,4,building society savings agreement/life insurance,0,0,,2,existing loans paid back duly till now,0
d68e9c3a-edad-11ea-a597-2183fd0cc0d7,1333603,18,business,1950000,4,car or other,0,0,stores,2,existing loans paid back duly till now,0
d68e9cc6-edad-11ea-82f3-5861957cc9df,1253927,24,used vehicle,2924000,3,,0,1,bank,1,existing loans paid back duly till now,0
d68e9d52-edad-11ea-8864-13741f4c78fb,1255808,24,electronic equipment,1659000,4,car or other,0,0,,1,delay in paying off loans in the past,1
d68e9dde-edad-11ea-a2bf-0c1d9cd9847f,1777177,48,electronic equipment,7238000,3,car or other,0,0,bank,2,delay in paying off loans in the past,0
d68e9e60-edad-11ea-b2ad-07ce93be4da9,1347859,33,business,2764000,2,car or other,0,0,,2,delay in paying off loans in the past,0
d68e9eec-edad-11ea-9dfb-598cada8ae56,1179829,24,used vehicle,4679000,3,car or other,0,0,,2,delay in paying off loans in the past,0
d68e9f78-edad-11ea-9c0f-3529515cfa66,1584896,24,electronic equipment,3092000,3,car or other,0,0,,1,existing loans paid back duly till now,1
d68e9ffa-edad-11ea-943c-4d411a9e926d,1165835,6,education,448000,4,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,1
d68ea086-edad-11ea-96b6-4858a43d6cc9,1420000,9,new vehicle,654000,4,car or other,0,0,,1,existing loans paid back duly till now,1
d68ea112-edad-11ea-9b56-1f875d59098e,1792340,6,career development,1238000,4,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,0
d68ea19e-edad-11ea-9ec7-18ecaedf3b1b,1154530,18,electronic equipment,1245000,4,car or other,0,0,,1,critical/pending loans at other banks,1
d68ea220-edad-11ea-899c-199676a5909d,1464283,18,FF&E,3114000,1,building society savings agreement/life insurance,0,0,,1,no loans taken/all loans paid back duly,1
d68ea2ac-edad-11ea-9e39-228d3a8e54a4,1643578,39,used vehicle,2569000,4,car or other,0,0,,1,existing loans paid back duly till now,0
d68ea32e-edad-11ea-a49d-29ca37e203cb,1724729,24,electronic equipment,5152000,4,car or other,0,0,bank,1,existing loans paid back duly till now,0
d68ea3ba-edad-11ea-bfad-507e6c21df72,1305749,12,business,1037000,3,real estate,0,0,,1,existing loans paid back duly till now,0
d68ea446-edad-11ea-80c5-11a1f7a634ad,1640580,15,FF&E,1478000,4,car or other,0,0,,2,critical/pending loans at other banks,0
d68ea4d2-edad-11ea-927b-4e039c7a14bf,1572070,12,electronic equipment,3573000,1,real estate,0,0,,1,critical/pending loans at other banks,0
d68ea554-edad-11ea-b7c7-203386ddada9,1719894,24,new vehicle,1201000,4,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,0
d68ea5e0-edad-11ea-90d2-189b6aebb819,1179715,30,FF&E,3622000,4,building society savings agreement/life insurance,0,0,,2,existing loans paid back duly till now,0
d68ea66c-edad-11ea-91da-588ffb877a2e,1648432,15,FF&E,960000,3,building society savings agreement/life insurance,0,0,,2,delay in paying off loans in the past,0
d68ea6ee-edad-11ea-b5e0-5a5be809e2be,1809085,12,new vehicle,1163000,4,real estate,0,0,,1,critical/pending loans at other banks,0
d68ea77a-edad-11ea-b318-56a435b4a34e,1595096,6,new vehicle,1209000,4,building society savings agreement/life insurance,0,0,,1,delay in paying off loans in the past,1
d68ea7fc-edad-11ea-ad25-2a2fa2d573b0,1280201,12,electronic equipment,3077000,2,car or other,0,0,,1,existing loans paid back duly till now,0
d68ea888-edad-11ea-8161-21d4e44ed7ec,1512766,24,new vehicle,3757000,4,,1,0,,1,existing loans paid back duly till now,0
d68ea90a-edad-11ea-b08f-077b7e109e48,1355440,10,new vehicle,1418000,3,real estate,0,0,,1,existing loans paid back duly till now,0
d68ea996-edad-11ea-8426-575e43e547ad,1237459,6,new vehicle,3518000,2,building society savings agreement/life insurance,0,1,,1,existing loans paid back duly till now,0
d68eaa22-edad-11ea-81bd-4c33143352ac,1874619,12,electronic equipment,1934000,2,,0,0,,2,critical/pending loans at other banks,0
d68eaaae-edad-11ea-addc-06b2aebb5e4b,1867397,27,business,8318000,2,,0,0,,2,no loans taken/all loans paid back duly,1
d68eab3a-edad-11ea-89a9-34f9b8acfda4,1797961,6,electronic equipment,1237000,1,building society savings agreement/life insurance,0,0,,2,critical/pending loans at other banks,0
d68eabbc-edad-11ea-9bbd-1412bffa4896,1773539,6,electronic equipment,368000,4,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,0
d68eac48-edad-11ea-af2c-1fb653caeb2f,1518424,12,new vehicle,2122000,3,real estate,0,0,,2,critical/pending loans at other banks,0
d68eacd4-edad-11ea-8553-34175753fede,1833845,24,FF&E,2996000,2,car or other,0,0,,1,existing loans paid back duly till now,1
d68ead60-edad-11ea-8ba1-2a2fe9a0c5ec,1728313,36,FF&E,9034000,4,,1,0,,1,existing loans paid back duly till now,1
d68eade2-edad-11ea-93f8-03a95aa82747,1611295,24,FF&E,1585000,4,building society savings agreement/life insurance,0,0,,2,critical/pending loans at other banks,0
d68eae6e-edad-11ea-9215-0be457832fc8,1680973,18,electronic equipment,1301000,4,real estate,0,1,,1,existing loans paid back duly till now,0
d68eaefa-edad-11ea-99f9-07a8933fcae4,1325678,6,new vehicle,1323000,2,car or other,0,0,,2,critical/pending loans at other banks,0
d68eaf86-edad-11ea-8732-16a31044a688,1566812,24,new vehicle,3123000,4,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,1
d68eb008-edad-11ea-b358-3b217a0023b9,1402031,36,used vehicle,5493000,2,,0,0,,1,existing loans paid back duly till now,0
d68eb094-edad-11ea-932c-32f9caf9a507,1787792,9,electronic equipment,1126000,2,real estate,0,0,,1,existing loans paid back duly till now,0
d68eb120-edad-11ea-9b6a-55170fcd74e1,1893730,24,electronic equipment,1216000,4,,0,0,bank,2,critical/pending loans at other banks,1
d68eb1a2-edad-11ea-a058-371f0d92b98a,1391963,24,new vehicle,1207000,4,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,1
d68eb22e-edad-11ea-974e-2d3d2a846236,1359833,10,new vehicle,1309000,4,building society savings agreement/life insurance,0,1,,1,existing loans paid back duly till now,1
d68eb2ba-edad-11ea-876c-00857fe91d47,1860964,15,used vehicle,2360000,2,car or other,0,0,,1,critical/pending loans at other banks,0
d68eb33c-edad-11ea-aed7-3bb862c46490,1397210,15,new vehicle,6850000,1,building society savings agreement/life insurance,0,0,,1,all loans at this bank paid back duly,1
d68eb3c8-edad-11ea-843b-1f66d956391e,1300113,24,electronic equipment,1413000,4,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,0
d68eb454-edad-11ea-8e7f-1e303ea40e47,1121978,39,used vehicle,8588000,4,car or other,0,0,,1,existing loans paid back duly till now,0
d68eb4e0-edad-11ea-bef2-1682f8d00495,1625109,12,new vehicle,759000,4,real estate,0,0,,1,existing loans paid back duly till now,1
d68eb562-edad-11ea-98a6-54bb1aea69a1,1591192,36,used vehicle,4686000,2,,0,0,,1,existing loans paid back duly till now,0
d68eb5ee-edad-11ea-95cb-45b28896fd4f,1439117,15,business,2687000,2,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,0
d68eb67a-edad-11ea-8cd2-2d7fa29f62f2,1597948,12,electronic equipment,585000,4,real estate,1,0,,2,delay in paying off loans in the past,0
d68eb6fc-edad-11ea-bcf6-1ce7f2d852df,1436931,24,new vehicle,2255000,4,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,0
d68eb788-edad-11ea-94ae-05cfc9f4e7c4,1359864,6,new vehicle,609000,4,building society savings agreement/life insurance,0,0,,2,critical/pending loans at other banks,0
d68eb814-edad-11ea-97c7-0711c958fbac,1279507,6,new vehicle,1361000,2,real estate,0,0,,1,critical/pending loans at other banks,0
d68eb896-edad-11ea-bf2b-4eb141559610,1250900,36,FF&E,7127000,2,building society savings agreement/life insurance,0,0,,2,critical/pending loans at other banks,1
d68eb922-edad-11ea-951a-2e37c3a5b7ff,1672101,6,new vehicle,1203000,3,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,0
d68eb9ae-edad-11ea-93bd-2392b5314382,1541522,6,electronic equipment,700000,4,,0,0,,2,critical/pending loans at other banks,0
d68eba3a-edad-11ea-9e64-58779cbd3b26,1542760,24,repair costs,5507000,3,,0,0,,2,critical/pending loans at other banks,0
d68ebac6-edad-11ea-bb1e-1220fdbd03bd,1312890,18,electronic equipment,3190000,2,real estate,0,0,,1,existing loans paid back duly till now,1
d68ebb48-edad-11ea-96f3-25e48107cb6f,1575976,48,FF&E,7119000,3,,0,0,,2,no loans taken/all loans paid back duly,1
d68ebbd4-edad-11ea-b8c9-512e976c4607,1300737,24,used vehicle,3488000,3,car or other,0,0,,1,existing loans paid back duly till now,0
d68ebc60-edad-11ea-a660-4bd38c516f9b,1579354,18,electronic equipment,1113000,4,real estate,0,1,,1,existing loans paid back duly till now,0
d68ebce2-edad-11ea-9d1b-24b2c1b79c0f,1165396,26,used vehicle,7966000,2,car or other,0,0,,2,existing loans paid back duly till now,0
d68ebd6e-edad-11ea-a06d-013998ccd09e,1845999,15,education,1532000,4,car or other,0,0,,1,critical/pending loans at other banks,0
d68ebdfa-edad-11ea-881f-03443823eee1,1836203,4,electronic equipment,1503000,2,real estate,0,0,,2,critical/pending loans at other banks,0
d68ebe86-edad-11ea-bafd-3ca2502a85b9,1796884,36,electronic equipment,2302000,4,car or other,0,0,,1,existing loans paid back duly till now,1
d68ebf08-edad-11ea-baac-276d8728bd6c,1545916,6,new vehicle,662000,3,real estate,0,0,,1,existing loans paid back duly till now,0
d68ebf94-edad-11ea-ab7e-47c57c4d2454,1666376,36,education,2273000,3,car or other,0,0,,2,existing loans paid back duly till now,0
d68ec020-edad-11ea-a875-3b2f7d8fdb4d,1337077,15,new vehicle,2631000,2,car or other,0,0,,2,existing loans paid back duly till now,1
d68ec0ac-edad-11ea-ac75-2b8e3847135e,1670246,12,used vehicle,1503000,4,real estate,0,0,,1,delay in paying off loans in the past,0
d68ec12e-edad-11ea-96bb-4de4f9630235,1112826,24,electronic equipment,1311000,4,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,0
d68ec1ba-edad-11ea-b269-2558d53483d1,1321430,24,electronic equipment,3105000,4,car or other,0,0,,2,existing loans paid back duly till now,0
d68ec246-edad-11ea-908c-064274058766,1602400,21,education,2319000,2,car or other,0,0,,1,critical/pending loans at other banks,1
d68ec2d2-edad-11ea-a823-0cb866adc4ca,1381249,6,new vehicle,1374000,4,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,0
d68ec35e-edad-11ea-badb-2296ff87859c,1815409,18,FF&E,3612000,3,building society savings agreement/life insurance,0,0,,1,critical/pending loans at other banks,0
d68ec3e0-edad-11ea-b5ce-2a088f70d8fb,1762049,48,new vehicle,7763000,4,,0,0,bank,1,existing loans paid back duly till now,1
d68ec46c-edad-11ea-8699-0f21b8070d87,1776853,18,FF&E,3049000,1,building society savings agreement/life insurance,0,0,stores,1,existing loans paid back duly till now,0
d68ec584-edad-11ea-bbd2-3c04a3a13e9d,1234944,12,electronic equipment,1534000,1,real estate,0,0,,1,existing loans paid back duly till now,1
d68ec610-edad-11ea-a9e3-34c102a3ca0b,1185915,24,new vehicle,2032000,4,,0,0,,2,delay in paying off loans in the past,0
d68ec692-edad-11ea-8d89-1851880956cd,1355416,30,FF&E,6350000,4,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,1
d68ec714-edad-11ea-a718-44aa2ee23b36,1736265,18,FF&E,2864000,2,real estate,0,0,,1,existing loans paid back duly till now,1
d68ec7a0-edad-11ea-ba3c-20f41bf3d385,1258426,12,new vehicle,1255000,4,real estate,0,0,,2,critical/pending loans at other banks,0
d68ec822-edad-11ea-90a9-3921e0b21e88,1836234,24,new vehicle,1333000,4,real estate,0,0,,2,delay in paying off loans in the past,1
d68ec8a4-edad-11ea-9686-3bf88aa1d31e,1296879,24,new vehicle,2022000,4,car or other,0,0,,1,critical/pending loans at other banks,0
d68ec930-edad-11ea-beb0-2cf8000cfa3d,1438110,24,electronic equipment,1552000,3,car or other,0,0,bank,1,existing loans paid back duly till now,0
d68ec9b2-edad-11ea-909f-412d19dd2ed7,1667627,12,electronic equipment,626000,4,real estate,0,0,bank,1,all loans at this bank paid back duly,1
d68eca34-edad-11ea-bb7f-407ef8297153,1862061,48,used vehicle,8858000,2,,0,0,,2,critical/pending loans at other banks,0
d68ecab6-edad-11ea-ba64-537dbf639060,1164275,12,repair costs,996000,4,real estate,0,0,,2,critical/pending loans at other banks,0
d68ecb42-edad-11ea-92eb-206ea968dc82,1863760,6,electronic equipment,1750000,2,building society savings agreement/life insurance,0,0,bank,1,all loans at this bank paid back duly,0
d68ecbc4-edad-11ea-bf1b-0a69bc271307,1199639,48,electronic equipment,6999000,1,real estate,0,1,,2,existing loans paid back duly till now,1
d68ecc46-edad-11ea-9ed5-28d720b310e1,1774959,12,new vehicle,1995000,4,car or other,0,0,,1,critical/pending loans at other banks,0
d68eccc8-edad-11ea-bfe4-3ed4e952bb06,1388041,9,education,1199000,4,building society savings agreement/life insurance,0,0,,2,existing loans paid back duly till now,0
d68ecd54-edad-11ea-a0b0-1b2e86976396,1210884,12,electronic equipment,1331000,2,car or other,0,0,stores,1,existing loans paid back duly till now,1
d68ecdd6-edad-11ea-b1c3-1bea8dc38c5c,1365814,18,new vehicle,2278000,3,car or other,0,0,,2,no loans taken/all loans paid back duly,1
d68ece58-edad-11ea-9390-054e774fae43,1115087,21,new vehicle,5003000,1,building society savings agreement/life insurance,0,0,bank,2,no loans taken/all loans paid back duly,1
d68eceda-edad-11ea-ac02-39997af42c11,1875951,24,FF&E,3552000,3,car or other,0,0,bank,1,all loans at this bank paid back duly,1
d68ecf66-edad-11ea-b8b6-25fb57e3525b,1243348,18,FF&E,1928000,2,real estate,0,0,,2,critical/pending loans at other banks,1
d68ecfe8-edad-11ea-a0fc-23770cbb576b,1178393,24,used vehicle,2964000,4,,0,0,bank,1,existing loans paid back duly till now,0
d68ed074-edad-11ea-8430-14465a6236d5,1500502,24,electronic equipment,1546000,4,car or other,0,1,bank,1,all loans at this bank paid back duly,1
d68ed0f6-edad-11ea-a40a-2a4722f3be9e,1892811,6,electronic equipment,683000,2,building society savings agreement/life insurance,0,0,bank,1,delay in paying off loans in the past,0
d68ed182-edad-11ea-b64f-2c0874ebd4ab,1441760,36,new vehicle,12389000,1,,0,0,,1,existing loans paid back duly till now,1
d68ed326-edad-11ea-b732-03e4b47b9685,1738676,24,business,4712000,4,building society savings agreement/life insurance,0,0,bank,2,delay in paying off loans in the past,0
d68ed484-edad-11ea-ab4b-047ac3d23ded,1217305,24,electronic equipment,1553000,3,building society savings agreement/life insurance,0,0,,2,delay in paying off loans in the past,0
d68ed54c-edad-11ea-9c10-1e61f9a464fb,1662684,12,new vehicle,1372000,2,car or other,0,0,,1,existing loans paid back duly till now,1
d68ed5e2-edad-11ea-8f15-259daed5f66b,1586917,24,electronic equipment,2578000,2,car or other,0,0,,1,critical/pending loans at other banks,0
d68ed66e-edad-11ea-9e7a-15131b34d922,1754897,48,electronic equipment,3979000,4,car or other,0,0,,2,existing loans paid back duly till now,0
d68ed6fa-edad-11ea-8419-3f6a22426669,1857539,48,electronic equipment,6758000,3,car or other,0,0,,1,existing loans paid back duly till now,1
d68ed790-edad-11ea-8543-572e400aa399,1463541,24,FF&E,3234000,4,real estate,0,0,,1,existing loans paid back duly till now,1
d68ed81c-edad-11ea-ba96-1d7bb53bdc57,1607360,30,electronic equipment,5954000,3,car or other,1,0,,1,critical/pending loans at other banks,0
d68ed89e-edad-11ea-a22b-2c43faadb3b4,1343586,24,used vehicle,5433000,2,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,0
d68ed92a-edad-11ea-b50d-41396a7769bd,1109612,15,business,806000,4,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,0
d68ed9ac-edad-11ea-8132-3022d44e5236,1432750,9,electronic equipment,1082000,4,car or other,0,0,,2,existing loans paid back duly till now,0
d68eda38-edad-11ea-9814-4b7467b81882,1902302,15,FF&E,2788000,2,car or other,1,0,bank,2,critical/pending loans at other banks,0
d68edaba-edad-11ea-a480-2fafccb78d28,1519801,12,electronic equipment,2930000,2,real estate,0,0,,1,existing loans paid back duly till now,0
d68edb3c-edad-11ea-b269-41c9cbbcc0fe,1312718,24,education,1927000,3,car or other,0,0,,2,critical/pending loans at other banks,0
d68edbc8-edad-11ea-89e5-2567a8fd9c75,1554006,36,new vehicle,2820000,4,car or other,0,0,,2,critical/pending loans at other banks,1
d68edc4a-edad-11ea-bee3-30b214d0653a,1492967,24,career development,937000,4,car or other,0,0,,2,existing loans paid back duly till now,0
d68edcd6-edad-11ea-bea0-1dff7b4dec8b,1442676,18,new vehicle,1056000,3,real estate,0,1,bank,2,critical/pending loans at other banks,1
d68edd58-edad-11ea-933b-3ed718cfdf44,1378210,12,new vehicle,3124000,1,real estate,0,0,bank,2,critical/pending loans at other banks,0
d68eddda-edad-11ea-a9b4-52673d569269,1774767,9,FF&E,1388000,4,real estate,0,0,,1,existing loans paid back duly till now,0
