applicant_id,Primary_applicant_age_in_years,gender_ord,Marital_status_ord,Number_of_dependents,Housing_ord,Years_at_current_residence,Employment_status_ord,Has_been_employed_for_at_least_ord,Has_been_employed_for_at_most_ord,Telephone_ord,Foreign_worker,Savings_account_balance_ord,Balance_in_existing_bank_account_lower_limit_of_bucket_ord,Balance_in_existing_bank_account_upper_limit_of_bucket_ord,loan_application_id,Months_loan_taken_for,Purpose_ord,Principal_loan_amount,EMI_rate_in_percentage_of_disposable_income,Property_ord,Has_coapplicant,Has_guarantor,Other_EMI_plans_ord,Number_of_existing_loans_at_this_bank,Loan_history_ord,high_risk_applicant
1347244,45,1,1,1,1,2,2,7.0,,,0,,,,d68e370e-edad-11ea-9d54-37c1c4c21c6c,10,2.0,1287000,4,3.0,1,0,,1,1,0
1124063,43,1,1,1,1,4,1,1.0,4.0,1.0,1,1.0,,,d68e379a-edad-11ea-945d-3f8ffb76d6ad,18,3.0,2515000,3,2.0,0,0,,1,1,0
1395426,32,1,1,1,1,2,1,4.0,7.0,1.0,1,4.0,0.0,2.0,d68e3826-edad-11ea-8f9c-4a4cdfcde1b5,21,3.0,2745000,3,1.0,0,0,,2,2,0
1313483,54,2,2,1,1,4,4,,0.0,1.0,1,1.0,,,d68e38b2-edad-11ea-af18-4bb191a4d33f,6,2.0,672000,1,2.0,0,0,,1,1,0
1704941,42,2,2,1,1,1,1,1.0,4.0,1.0,1,1.0,0.0,2.0,d68e3934-edad-11ea-b669-37a605c96500,36,1.0,3804000,4,1.0,0,0,,1,6,1
1420165,37,1,1,2,1,2,2,4.0,7.0,,1,,2.0,,d68e39c0-edad-11ea-adb0-36e000004ba9,24,2.0,1344000,4,2.0,0,0,1.0,2,2,1
1600427,49,1,1,1,1,3,1,4.0,7.0,1.0,1,1.0,,0.0,d68e3a4c-edad-11ea-ba2a-544126b23f05,10,2.0,1038000,4,3.0,1,0,,2,2,0
1722344,44,1,1,1,3,2,1,1.0,4.0,,1,3.0,,,d68e3ad8-edad-11ea-8a0b-46fe18c95706,48,2.0,10127000,2,,0,0,1.0,1,2,1
1535647,33,1,4,1,1,2,1,1.0,4.0,,1,4.0,,,d68e3b5a-edad-11ea-9f31-3e446c7e1059,6,3.0,1543000,4,2.0,0,0,,1,1,0
1774831,24,2,2,1,2,4,2,4.0,7.0,,1,,,,d68e3be6-edad-11ea-b013-08362e4ac829,30,4.0,4811000,2,3.0,0,0,2.0,1,1,0
1385836,33,1,3,1,1,3,2,0.0,1.0,1.0,1,2.0,,0.0,d68e3c72-edad-11ea-8382-011c349aff43,12,1.0,727000,4,,0,0,,1,1,1
1211897,24,2,2,1,1,4,1,1.0,4.0,,1,1.0,0.0,2.0,d68e3cfe-edad-11ea-a64a-43478821f6fc,8,3.0,1237000,3,2.0,0,0,,1,1,1
1241781,22,1,3,1,2,4,2,1.0,4.0,,1,1.0,0.0,2.0,d68e3d80-edad-11ea-b8b8-1ba33a1ae103,9,2.0,276000,4,2.0,0,0,,1,1,0
1538187,40,1,1,1,3,4,4,,0.0,1.0,1,,0.0,2.0,d68e3e0c-edad-11ea-833e-5502127b3f32,48,,5381000,3,,0,0,1.0,1,1,0
1770099,25,1,1,1,1,1,1,1.0,4.0,,1,2.0,,,d68e3e98-edad-11ea-97bf-3dd322e8e03d,24,3.0,5511000,4,1.0,0,0,2.0,1,1,0
1246068,26,2,2,1,1,4,1,0.0,1.0,,1,1.0,2.0,,d68e3f24-edad-11ea-91bc-5391281d85cf,24,3.0,3749000,2,1.0,0,0,,1,1,0
1738925,25,1,3,1,1,3,2,4.0,7.0,,1,1.0,0.0,2.0,d68e3fb0-edad-11ea-93b6-258a9f8230b2,12,2.0,685000,2,1.0,0,0,1.0,1,1,1
1546660,29,1,1,2,1,2,2,0.0,1.0,,0,,2.0,,d68e4032-edad-11ea-a8bc-45d3795c0cc3,4,2.0,1494000,1,2.0,0,0,,1,1,0
1363538,31,1,1,1,1,4,1,7.0,,,1,1.0,,0.0,d68e40be-edad-11ea-a6d0-32cc83a50753,36,3.0,2746000,4,1.0,0,0,1.0,1,5,1
1173975,38,1,1,2,1,3,2,1.0,4.0,,1,1.0,,0.0,d68e414a-edad-11ea-bff6-1cd54b9b25b1,12,3.0,708000,2,3.0,0,1,,1,1,0
1527645,48,2,2,1,1,4,2,1.0,4.0,1.0,1,,0.0,2.0,d68e41cc-edad-11ea-8355-09f2e9c64c6c,24,3.0,4351000,1,3.0,0,0,,1,1,0
1269451,32,1,1,1,1,2,1,1.0,4.0,,1,1.0,,,d68e4258-edad-11ea-b477-20add492fe93,12,6.0,701000,4,1.0,0,0,,2,2,0
1635930,27,2,2,1,1,4,2,7.0,,,1,1.0,,0.0,d68e42e4-edad-11ea-8c8d-2e48bebe38c5,15,3.0,3643000,1,3.0,0,0,,2,3,0
1443537,28,1,3,1,1,2,3,,0.0,,1,1.0,0.0,2.0,d68e4366-edad-11ea-ba56-12c7aac57ec6,30,2.0,4249000,4,1.0,0,0,,2,2,1
1366526,32,1,4,1,1,3,1,0.0,1.0,,1,1.0,,0.0,d68e43f2-edad-11ea-a1b5-2ad458b1c9b6,24,1.0,1938000,4,3.0,0,0,,1,1,1
1492566,34,1,1,1,3,1,3,4.0,7.0,1.0,1,1.0,,0.0,d68e447e-edad-11ea-b3e4-338e7aaf2af2,24,4.0,2910000,2,,0,0,,1,1,0
1212992,28,1,1,1,1,2,1,1.0,4.0,,1,4.0,,0.0,d68e4500-edad-11ea-b57e-1595607c87df,18,3.0,2659000,4,1.0,0,0,,1,1,0
1449219,36,2,2,1,1,3,1,1.0,4.0,,1,1.0,,,d68e458c-edad-11ea-ad84-480b642ff1ff,18,2.0,1028000,4,2.0,0,0,,2,2,0
1113782,39,1,1,1,1,4,2,4.0,7.0,,0,1.0,,0.0,d68e4618-edad-11ea-83c2-473e6f12ced0,8,2.0,3398000,1,2.0,0,0,,2,2,0
1127014,49,1,1,1,2,4,1,7.0,,1.0,1,,,,d68e469a-edad-11ea-9653-1f956a5a2867,12,3.0,5801000,2,3.0,0,0,,1,2,0
1730202,34,2,2,2,1,3,1,4.0,7.0,1.0,1,4.0,,,d68e4726-edad-11ea-82c1-29197a6819fc,24,2.0,1525000,4,1.0,0,0,,1,1,0
1831874,31,1,1,1,1,2,1,7.0,,,1,1.0,2.0,,d68e47b2-edad-11ea-8f4a-507b0469f048,36,1.0,4473000,4,1.0,0,0,,1,1,0
1839770,28,1,1,2,1,4,1,7.0,,,1,1.0,0.0,2.0,d68e483e-edad-11ea-838e-0908b02a3c56,6,1.0,1068000,4,1.0,0,0,,1,1,0
1397184,75,1,1,1,3,4,3,,0.0,1.0,1,1.0,,0.0,d68e48c0-edad-11ea-99c1-50ca218d8f74,24,4.0,6615000,2,,0,0,,2,2,0
1893558,30,2,2,1,1,2,1,1.0,4.0,,1,2.0,,,d68e494c-edad-11ea-93be-3072a10dcb32,18,6.0,1864000,4,2.0,0,0,,2,2,1
1392044,24,2,2,1,1,2,3,0.0,1.0,,1,2.0,0.0,2.0,d68e49d8-edad-11ea-92ac-03000f78c836,60,2.0,7408000,4,3.0,0,0,,1,1,1
1658501,24,2,2,1,2,4,2,1.0,4.0,,1,2.0,,,d68e4a5a-edad-11ea-8c2f-1f1605c5d4b5,48,4.0,11590000,2,1.0,0,0,1.0,2,2,1
1749671,23,1,1,2,2,4,1,7.0,,,1,1.0,,0.0,d68e4ae6-edad-11ea-9384-080fb801b725,24,3.0,4110000,3,,0,0,1.0,2,6,1
1497135,44,1,4,1,2,4,3,1.0,4.0,1.0,1,1.0,,0.0,d68e4b72-edad-11ea-9e56-3ed3a833bbbb,6,3.0,3384000,1,2.0,0,0,,1,2,1
1742101,23,2,2,1,1,4,2,0.0,1.0,,1,1.0,0.0,2.0,d68e4bf4-edad-11ea-a6db-2a7c75671381,13,1.0,2101000,2,3.0,0,1,,1,1,0
1674059,24,2,2,1,2,2,1,1.0,4.0,,1,,,0.0,d68e4c80-edad-11ea-bfe9-2b5967cbdb78,15,8.0,1275000,4,1.0,0,0,,1,1,1
1507864,28,1,1,1,1,4,1,1.0,4.0,,1,1.0,,0.0,d68e4d0c-edad-11ea-ae79-3a47e5e3c803,24,3.0,4169000,4,3.0,0,0,,1,1,0
1191977,31,1,4,1,1,2,2,1.0,4.0,,1,1.0,0.0,2.0,d68e4d98-edad-11ea-acca-3ea777d761b0,10,3.0,1521000,4,1.0,0,0,,1,1,0
1572898,24,2,2,1,3,4,1,0.0,1.0,1.0,1,1.0,0.0,2.0,d68e4e24-edad-11ea-9c36-4de81fb02fb0,24,6.0,5743000,2,,0,0,,2,2,0
1193436,26,2,2,1,2,4,2,4.0,7.0,,1,1.0,,0.0,d68e4ea6-edad-11ea-9dd8-15c117e65378,21,3.0,3599000,1,1.0,0,0,,1,1,0
1182073,25,1,3,1,2,3,1,0.0,1.0,,1,3.0,0.0,2.0,d68e4f32-edad-11ea-ba23-0e11022a69b4,18,1.0,3213000,1,2.0,0,0,,1,1,0
1424965,33,1,1,1,1,1,3,7.0,,1.0,1,1.0,0.0,2.0,d68e4fbe-edad-11ea-888b-25176f5d06e9,18,5.0,4439000,1,2.0,1,0,1.0,1,1,0
1608183,37,1,1,2,1,1,2,0.0,1.0,,1,1.0,2.0,,d68e5040-edad-11ea-9dd6-0bf0725af5d7,10,2.0,3949000,1,3.0,0,1,,1,1,0
1473941,43,2,2,1,1,2,2,1.0,4.0,,1,1.0,,,d68e50cc-edad-11ea-aa70-46a356349be4,15,1.0,1459000,4,1.0,0,0,,1,2,0
1540515,23,1,1,1,1,4,1,0.0,1.0,,1,1.0,0.0,2.0,d68e514e-edad-11ea-aad7-0fe52090f62b,13,1.0,882000,4,2.0,0,1,,2,2,0
1318823,23,2,2,1,2,4,4,,0.0,,1,3.0,0.0,2.0,d68e51da-edad-11ea-85e6-3b82b84a5ca2,24,1.0,3758000,1,,0,0,,1,1,0
1545574,34,1,1,1,1,2,2,1.0,4.0,,1,2.0,,,d68e525c-edad-11ea-824a-19a7683f9dc4,6,5.0,1743000,1,2.0,0,0,,2,3,0
1408229,32,1,1,2,3,3,1,7.0,,,1,4.0,0.0,2.0,d68e52e8-edad-11ea-8991-0faa0f77f9ff,9,6.0,1136000,4,,0,0,,2,2,1
1605868,23,2,2,1,2,4,1,0.0,1.0,1.0,1,1.0,,,d68e5374-edad-11ea-9545-3b35f4be98a7,9,8.0,1236000,1,2.0,0,0,,1,1,0
1176865,29,2,2,1,1,2,1,1.0,4.0,,0,1.0,0.0,2.0,d68e53f6-edad-11ea-915c-17ac7a2f7c9a,9,3.0,959000,1,1.0,0,0,,1,1,1
1806619,38,1,1,1,1,4,3,,0.0,1.0,1,,,,d68e5482-edad-11ea-b7a7-094290657b6e,18,4.0,3229000,2,,0,0,,1,2,0
1273483,28,1,1,1,2,2,1,1.0,4.0,1.0,1,1.0,,0.0,d68e550e-edad-11ea-9bd3-566d5a8a168d,12,1.0,6199000,4,3.0,0,0,,2,6,1
1754537,46,1,1,1,3,4,1,7.0,,1.0,1,3.0,,,d68e5590-edad-11ea-9ad5-3bcd951f8862,10,6.0,727000,4,,0,0,,1,1,0
1419059,23,1,1,1,1,2,2,0.0,1.0,,1,1.0,0.0,2.0,d68e5626-edad-11ea-b9fd-5ad59a6fc972,24,2.0,1246000,4,2.0,0,0,2.0,1,1,1
1141822,49,1,1,1,1,4,1,7.0,,1.0,1,,,,d68e56a8-edad-11ea-98a8-22a4e8c4026e,12,1.0,2331000,1,2.0,1,0,,1,2,0
1825588,26,1,1,1,1,2,3,1.0,4.0,1.0,1,1.0,,,d68e5734-edad-11ea-9414-195bde21da17,36,1.0,4463000,4,1.0,0,0,,2,3,1
1426103,28,1,3,1,1,2,1,1.0,4.0,,1,1.0,,,d68e57c0-edad-11ea-b37c-28632229594d,12,1.0,776000,4,2.0,0,0,,1,1,0
1227016,23,2,2,1,2,4,1,4.0,7.0,,1,1.0,,0.0,d68e5842-edad-11ea-b5fc-238e32db372c,30,3.0,2406000,4,2.0,0,0,,1,1,1
1750981,61,1,1,1,3,4,1,1.0,4.0,,1,,0.0,2.0,d68e58ce-edad-11ea-930a-06e73eda4bac,18,6.0,1239000,4,,0,0,,1,1,0
1805732,37,1,1,1,1,3,3,7.0,,,1,,2.0,,d68e595a-edad-11ea-ae0c-4398c7ccb4b9,12,1.0,3399000,2,1.0,0,0,,1,1,0
1144294,36,2,2,1,1,2,1,1.0,4.0,1.0,1,1.0,2.0,,d68e59e6-edad-11ea-abe3-174f4b45a0f2,12,2.0,2247000,2,1.0,0,0,2.0,2,3,0
1476733,21,1,3,1,2,2,1,1.0,4.0,,1,1.0,,,d68e5a68-edad-11ea-887b-1a16d4c75362,6,3.0,1766000,1,3.0,0,0,,1,1,0
1331656,25,1,1,1,1,1,4,,0.0,,1,1.0,,0.0,d68e64ae-edad-11ea-9a13-2557f0fa7385,18,3.0,2473000,4,1.0,0,0,,1,1,1
1377901,36,1,1,1,1,4,1,4.0,7.0,1.0,1,1.0,,,d68e6670-edad-11ea-8a05-333a74b8cbc9,12,5.0,1542000,2,1.0,0,0,,1,1,0
1213250,27,1,1,1,1,1,1,4.0,7.0,,1,1.0,,,d68e674c-edad-11ea-ac9d-0db8efce19cb,18,4.0,3850000,3,1.0,0,0,,2,2,0
1787350,22,2,2,1,2,4,1,0.0,1.0,,1,1.0,,0.0,d68e67f6-edad-11ea-b7eb-3fd0ab8842e3,18,3.0,3650000,1,1.0,0,0,,1,1,0
1488941,42,1,1,2,1,2,1,7.0,,,1,1.0,,0.0,d68e6882-edad-11ea-ae19-0a5286a137b1,36,3.0,3446000,4,1.0,0,0,,1,1,1
1435055,40,2,2,1,2,4,1,4.0,7.0,,1,1.0,0.0,2.0,d68e690e-edad-11ea-97cb-0c26707643b4,18,3.0,3001000,2,2.0,0,0,,1,1,0
1471101,36,1,1,1,1,4,1,1.0,4.0,,1,,,,d68e69a4-edad-11ea-bbb1-56a4d5a58224,36,2.0,3079000,4,2.0,0,0,,1,1,0
1312020,33,1,1,1,1,4,1,7.0,,1.0,1,1.0,,,d68e6a30-edad-11ea-ad1f-49b894dea3d9,18,1.0,6070000,3,1.0,0,0,,2,2,0
1511094,23,2,2,1,2,3,1,0.0,1.0,,1,1.0,,,d68e6abc-edad-11ea-bd4b-1ed54fa19e00,10,3.0,2146000,1,2.0,0,0,,2,2,0
1703409,63,1,1,1,3,4,3,7.0,,1.0,1,,,,d68e6b48-edad-11ea-a59e-4cdd3aa56508,60,2.0,13756000,2,,0,0,1.0,1,2,0
1663400,60,2,2,1,3,4,3,7.0,,1.0,1,2.0,0.0,2.0,d68e6bd4-edad-11ea-96c7-022ca41de717,60,,14782000,3,,0,0,1.0,2,5,1
1632577,37,2,2,1,2,4,1,4.0,7.0,,1,1.0,,0.0,d68e6c60-edad-11ea-9311-1a3f084bf57d,48,5.0,7685000,2,1.0,0,1,,1,5,1
1711334,34,1,3,1,1,3,1,,0.0,,1,1.0,,,d68e6cec-edad-11ea-a34d-01b2c2564b41,18,1.0,2320000,2,2.0,0,0,,2,3,0
1820644,36,1,1,1,3,4,1,7.0,,,1,,,,d68e6d6e-edad-11ea-aa40-35ffc9e81a4d,7,1.0,846000,3,,0,0,,1,3,0
1633625,57,1,1,1,3,2,3,7.0,,1.0,1,1.0,0.0,2.0,d68e6dfa-edad-11ea-8069-2d8066c65068,36,2.0,14318000,4,,0,0,,1,1,1
1493373,52,2,2,1,1,4,2,1.0,4.0,,1,2.0,,,d68e6e90-edad-11ea-ae19-03b742e1c2d8,6,2.0,362000,4,1.0,0,0,,2,2,0
1140091,39,1,1,1,1,4,1,4.0,7.0,1.0,1,,,0.0,d68e6f12-edad-11ea-910a-1e0f5750753d,20,3.0,2212000,4,1.0,0,0,,1,1,0
1530567,38,2,2,1,3,4,3,,0.0,1.0,1,1.0,0.0,2.0,d68e6f9e-edad-11ea-ab40-15dae0b67035,18,4.0,12976000,3,,0,0,,1,1,1
1560648,25,2,2,1,2,4,1,4.0,7.0,,1,,,,d68e702a-edad-11ea-8d1c-16058524c149,22,2.0,1283000,4,3.0,0,0,,1,1,0
1835901,26,1,1,1,1,1,1,0.0,1.0,,1,1.0,2.0,,d68e70b6-edad-11ea-b070-3bc8ff404b14,12,2.0,1330000,4,2.0,0,0,,1,1,0
1446865,26,1,1,1,1,2,2,1.0,4.0,,1,2.0,,,d68e7138-edad-11ea-94c1-1ff7f81539c3,30,5.0,4272000,2,3.0,0,0,,2,3,0
1159806,25,2,2,1,1,1,1,1.0,4.0,,1,1.0,,,d68e71c4-edad-11ea-a2aa-2a44f7fbb87f,18,1.0,2238000,2,1.0,0,0,,2,2,0
1198484,21,2,2,1,2,2,1,0.0,1.0,1.0,1,,,,d68e7250-edad-11ea-96bc-3f5d62113b84,18,1.0,1126000,4,2.0,0,0,,1,1,0
1900089,40,1,1,1,1,4,3,,0.0,1.0,1,1.0,0.0,2.0,d68e72dc-edad-11ea-9717-570d863c7962,18,3.0,7374000,4,3.0,0,0,2.0,2,2,0
1466824,27,1,1,1,1,4,1,1.0,4.0,,1,3.0,0.0,2.0,d68e735e-edad-11ea-917e-4c403ee5b145,15,5.0,2326000,2,1.0,0,0,1.0,1,2,0
1428226,27,2,2,1,1,2,1,4.0,7.0,,1,1.0,,,d68e73ea-edad-11ea-a50d-02cb8061727a,9,5.0,1449000,3,1.0,0,0,,2,1,0
1590101,30,1,3,1,1,2,3,1.0,4.0,1.0,1,1.0,,,d68e7480-edad-11ea-ba0c-3b77cf352b21,18,2.0,1820000,2,3.0,0,0,,1,1,0
1655095,19,2,2,1,2,4,2,0.0,1.0,,1,4.0,0.0,2.0,d68e750c-edad-11ea-a7c6-2bf75d1a4478,12,3.0,983000,1,2.0,0,0,,1,1,0
1221103,39,1,1,2,3,4,3,4.0,7.0,1.0,1,1.0,,0.0,d68e758e-edad-11ea-825a-2b0ea2ed4663,36,2.0,3249000,2,,0,0,1.0,1,1,0
1660809,31,2,2,1,1,4,1,4.0,7.0,,1,1.0,,0.0,d68e761a-edad-11ea-a39e-3a0670a23860,6,1.0,1957000,1,1.0,0,0,,1,2,0
1221118,31,1,1,1,1,3,3,,0.0,,1,1.0,,,d68e76a6-edad-11ea-a76d-312eb73a4dcf,9,3.0,2406000,2,1.0,0,0,,1,2,0
1462188,32,1,1,1,2,3,1,4.0,7.0,1.0,1,2.0,0.0,2.0,d68e7732-edad-11ea-9e2a-0daf25471029,39,6.0,11760000,2,,0,0,,1,3,0
1461535,55,2,2,1,3,4,3,,0.0,,1,1.0,,0.0,d68e77b4-edad-11ea-8ac7-4131abcf9e11,12,3.0,2578000,3,,0,0,,1,1,0
1587786,46,1,3,1,1,2,1,1.0,4.0,1.0,1,1.0,,0.0,d68e7840-edad-11ea-ad7f-21ed62d1e075,36,3.0,2348000,3,3.0,0,0,,2,2,0
1565522,46,1,4,1,2,1,1,7.0,,,1,1.0,0.0,2.0,d68e78cc-edad-11ea-b00e-032d1fc08339,12,2.0,1223000,1,2.0,0,0,,2,1,1
1813841,43,2,2,1,1,1,2,1.0,4.0,,1,4.0,,,d68e794e-edad-11ea-baf3-4054ccca7905,24,1.0,1516000,4,2.0,0,0,,2,2,0
1393314,39,1,3,1,1,4,1,0.0,1.0,1.0,1,1.0,,,d68e79da-edad-11ea-9e24-219746aa962f,18,1.0,1473000,3,2.0,0,0,,1,1,0
1121764,28,1,3,1,1,4,1,1.0,4.0,,1,,0.0,2.0,d68e7a66-edad-11ea-ad26-203d46c87570,18,5.0,1887000,4,2.0,0,0,1.0,2,2,0
1147492,27,1,1,1,1,2,1,0.0,1.0,1.0,1,1.0,,,d68e7af2-edad-11ea-8c36-55bdadcef260,24,5.0,8648000,2,1.0,0,0,1.0,2,3,1
1174819,27,1,1,1,1,2,2,1.0,4.0,,1,1.0,,,d68e7b74-edad-11ea-a21f-129a5345eae9,14,2.0,802000,4,1.0,0,0,,2,3,0
1623240,43,1,1,2,1,4,1,7.0,,,1,,0.0,2.0,d68e7c00-edad-11ea-9632-0782d97c3bdc,18,2.0,2899000,4,1.0,0,0,,1,3,0
1766191,22,1,3,1,1,1,1,0.0,1.0,1.0,1,1.0,0.0,2.0,d68e7c8c-edad-11ea-b3cf-4e986e428429,24,1.0,2039000,1,3.0,0,0,,1,1,1
1437656,43,1,1,2,1,4,1,4.0,7.0,1.0,1,,,,d68e7d22-edad-11ea-a689-47351595d142,24,4.0,2197000,4,1.0,0,0,,2,2,0
1225095,27,1,3,1,1,2,1,0.0,1.0,,0,1.0,,0.0,d68e7dae-edad-11ea-9d94-46895c6b8b82,15,1.0,1053000,4,2.0,0,0,,1,1,0
1755656,26,1,4,1,1,2,3,7.0,,1.0,1,3.0,,,d68e7e3a-edad-11ea-8c01-14f2ddef779c,24,1.0,3235000,3,1.0,0,0,,1,1,0
1143716,28,1,3,1,1,2,1,4.0,7.0,1.0,1,3.0,2.0,,d68e7ec6-edad-11ea-997a-330a71630b78,12,2.0,939000,4,2.0,0,0,,3,2,1
1465874,20,2,2,1,1,4,1,7.0,,1.0,1,1.0,0.0,2.0,d68e7f48-edad-11ea-ae4e-350dc26847f1,24,1.0,1967000,4,1.0,0,0,,1,1,0
1661563,35,1,1,1,1,2,3,4.0,7.0,1.0,1,1.0,,,d68e7fd4-edad-11ea-ae98-56d2e2658fe8,33,4.0,7253000,3,1.0,0,0,,2,2,0
1238022,42,1,1,1,1,2,3,,0.0,1.0,1,1.0,,,d68e8060-edad-11ea-a456-2e433ec7e08a,12,5.0,2292000,4,1.0,0,0,2.0,2,2,1
1276723,40,1,1,2,2,2,2,1.0,4.0,,0,3.0,,,d68e80e2-edad-11ea-b5be-365fffbf55ad,10,2.0,1597000,3,,0,0,,1,1,0
1564344,35,2,2,1,1,2,1,1.0,4.0,,1,,,0.0,d68e816e-edad-11ea-8bbf-40e171e090d0,24,2.0,1381000,4,3.0,0,0,,1,1,1
1774377,35,1,1,2,1,2,1,7.0,,1.0,1,1.0,,,d68e81fa-edad-11ea-9840-42373f47abc5,36,4.0,5842000,2,3.0,0,0,,2,2,0
1558926,33,1,1,2,1,1,2,0.0,1.0,,1,1.0,,0.0,d68e8286-edad-11ea-8300-250695092b1c,12,2.0,2579000,4,2.0,0,0,,1,1,1
1555430,23,2,2,1,2,2,1,1.0,4.0,1.0,1,,,0.0,d68e8308-edad-11ea-9779-167f08d68f04,18,6.0,8471000,1,1.0,0,0,,2,3,0
1529020,31,2,2,1,1,2,3,4.0,7.0,,1,3.0,,,d68e8394-edad-11ea-bcb2-27824d588d00,21,2.0,2782000,1,1.0,0,0,1.0,1,1,0
1291905,33,2,2,1,1,2,1,1.0,4.0,,1,,0.0,2.0,d68e8420-edad-11ea-ad31-1dec8e8fe67f,18,2.0,1042000,4,3.0,0,0,,1,1,1
1213257,20,2,2,1,2,3,1,4.0,7.0,,1,4.0,,,d68e84ac-edad-11ea-8cd8-3fd3e6c126fd,15,2.0,3186000,2,1.0,0,0,,1,1,0
1388888,30,1,1,1,1,2,1,1.0,4.0,,1,,0.0,2.0,d68e852e-edad-11ea-8ac0-3bcdfc40abde,12,4.0,2028000,4,1.0,0,0,,1,1,0
1186232,47,1,1,2,1,3,2,4.0,7.0,,1,1.0,0.0,2.0,d68e85ba-edad-11ea-95d8-57a2d978c68f,12,2.0,958000,2,2.0,0,0,,2,2,0
1358802,34,1,1,1,1,3,3,4.0,7.0,,1,2.0,,,d68e8646-edad-11ea-b287-1ddf2e69db6a,21,3.0,1591000,4,2.0,0,0,,2,3,0
1703163,25,2,2,1,1,2,1,7.0,,1.0,1,,0.0,2.0,d68e86c8-edad-11ea-800e-1d7a2e977bdf,12,3.0,2762000,1,3.0,0,0,1.0,1,1,1
1581463,21,1,3,1,2,3,1,1.0,4.0,1.0,1,1.0,0.0,2.0,d68e8754-edad-11ea-bb8a-0c557ca8b5de,18,4.0,2779000,1,1.0,0,0,,1,1,0
1412269,29,1,1,1,1,2,1,7.0,,,1,1.0,,,d68e87e0-edad-11ea-aee8-51a92437068b,28,1.0,2743000,4,1.0,0,0,,2,2,0
1787696,46,1,1,1,1,3,1,1.0,4.0,,1,4.0,,,d68e886c-edad-11ea-8617-2b5e1d0af012,18,1.0,1149000,4,2.0,0,0,,2,2,0
1657309,20,1,1,1,1,4,1,7.0,,,1,1.0,,,d68e88f8-edad-11ea-a6e0-4f409bb55583,9,3.0,1313000,1,1.0,0,0,,1,1,0
1817813,55,2,2,2,3,4,4,,0.0,,1,1.0,,0.0,d68e8984-edad-11ea-8216-2c942d696915,18,7.0,1190000,2,,0,0,,3,2,1
1534316,74,1,1,1,1,4,2,4.0,7.0,,1,1.0,,,d68e8a06-edad-11ea-aeab-072440d4f63d,5,5.0,3448000,1,2.0,0,0,,1,1,0
1304185,29,1,1,1,1,3,3,1.0,4.0,1.0,1,1.0,0.0,2.0,d68e8a92-edad-11ea-8b9e-2c7f630c8bf5,24,,11328000,2,1.0,1,0,1.0,2,1,1
1714829,36,1,1,1,3,4,3,,0.0,1.0,1,1.0,,0.0,d68e8b1e-edad-11ea-bbf4-10f943ef18d3,6,3.0,1872000,4,,0,0,,3,2,0
1796503,33,1,4,1,1,2,1,1.0,4.0,1.0,1,1.0,,,d68e8baa-edad-11ea-8127-2193a4bb0453,24,7.0,2058000,4,2.0,0,0,,2,2,0
1336695,25,1,1,1,1,2,1,1.0,4.0,,1,1.0,,0.0,d68e8c2c-edad-11ea-bc7e-23d0dff536c8,9,3.0,2136000,3,2.0,0,0,,1,1,0
1879817,25,1,3,1,1,1,1,1.0,4.0,1.0,1,,0.0,2.0,d68e8cb8-edad-11ea-a6a3-364739354c29,12,1.0,1484000,2,2.0,0,0,,1,1,1
1779410,23,1,3,1,2,4,2,4.0,7.0,,1,3.0,,,d68e8d44-edad-11ea-bf1a-00c4cbee35aa,6,7.0,660000,2,2.0,0,0,,1,1,0
1727640,37,2,2,1,1,4,1,7.0,,1.0,1,4.0,,,d68e8dc6-edad-11ea-93bf-06bac5339bea,24,2.0,1287000,4,2.0,0,0,,2,2,0
1119602,65,1,1,1,1,4,4,,0.0,,1,1.0,,0.0,d68e8e52-edad-11ea-ade0-397387bb0de7,42,7.0,3394000,4,1.0,1,0,,2,2,0
1548375,26,2,2,1,1,1,4,0.0,1.0,,1,1.0,2.0,,d68e8ede-edad-11ea-a77d-34c1d776cbb1,12,5.0,609000,4,2.0,0,0,,1,5,1
1515084,39,1,1,1,1,4,3,7.0,,1.0,1,1.0,,,d68e8f60-edad-11ea-b47b-374afaf145c9,12,2.0,1884000,4,1.0,0,0,,1,1,0
1523394,30,2,2,1,1,3,1,1.0,4.0,,1,1.0,,0.0,d68e8fec-edad-11ea-809c-0a572db22a8a,12,3.0,1620000,2,3.0,1,0,,1,1,0
1327436,29,1,1,1,1,3,1,1.0,4.0,1.0,1,1.0,0.0,2.0,d68e9078-edad-11ea-9409-4edb70439729,20,,2629000,2,1.0,0,0,1.0,2,3,0
1769463,41,1,1,2,1,4,2,7.0,,,1,1.0,,,d68e90fa-edad-11ea-b044-180b8ea976c7,12,6.0,719000,4,1.0,0,0,1.0,1,1,1
1454649,30,2,2,1,1,3,3,1.0,4.0,1.0,1,1.0,0.0,2.0,d68e9186-edad-11ea-abfb-4e272b7fedac,48,3.0,5096000,2,1.0,0,0,,1,2,1
1282543,41,2,2,1,2,4,2,7.0,,,1,,,,d68e9212-edad-11ea-af3f-4acc0c69b663,9,6.0,1244000,4,3.0,0,0,,2,2,0
1604148,34,2,2,1,1,4,1,0.0,1.0,1.0,1,1.0,,0.0,d68e9294-edad-11ea-a3e4-06b336455b9d,36,2.0,1842000,4,1.0,0,0,,1,1,1
