applicant_id,Primary_applicant_age_in_years,Gender,Marital_status,Number_of_dependents,Housing,Years_at_current_residence,Employment_status,Has_been_employed_for_at_least,Has_been_employed_for_at_most,Telephone,Foreign_worker,Savings_account_balance,Balance_in_existing_bank_account_(lower_limit_of_bucket),Balance_in_existing_bank_account_(upper_limit_of_bucket)
1210884,22,male,single,1,own,1,skilled employee / official,0 year,1 year,,1,Low,0,2 lac
1365814,28,female,divorced/separated/married,1,own,3,skilled employee / official,0 year,1 year,,1,Medium,0,2 lac
1115087,29,female,divorced/separated/married,1,own,4,skilled employee / official,1 year,4 years,Registered under the applicant's name,1,,,
1875951,27,male,single,1,own,4,skilled employee / official,4 years,7 years,,1,Low,,0
1243348,31,male,single,1,own,2,unskilled - resident,0 year,1 year,,1,Low,0,2 lac
1178393,49,male,single,2,for free,4,skilled employee / official,7 years,,Registered under the applicant's name,1,,,0
1500502,24,male,single,1,rent,4,unskilled - resident,4 years,7 years,,1,Low,,0
1892811,29,female,divorced/separated/married,1,own,1,skilled employee / official,0 year,1 year,,1,Low,2 lac,
1441760,37,male,single,1,for free,4,skilled employee / official,1 year,4 years,Registered under the applicant's name,1,,0,2 lac
1738676,37,male,single,1,own,2,management / self-employed / highly qualified employee / officer,1 year,4 years,Registered under the applicant's name,1,,0,2 lac
1217305,23,female,divorced/separated/married,1,rent,2,skilled employee / official,4 years,7 years,Registered under the applicant's name,1,Medium,0,2 lac
1662684,36,male,divorced/separated,1,own,3,skilled employee / official,4 years,7 years,,1,Low,,0
1586917,34,male,single,1,own,2,skilled employee / official,7 years,,,1,Very high,,
1754897,41,male,single,2,own,1,skilled employee / official,4 years,7 years,Registered under the applicant's name,1,,0,2 lac
1857539,31,female,divorced/separated/married,1,own,2,skilled employee / official,1 year,4 years,Registered under the applicant's name,1,Low,,0
1463541,23,female,divorced/separated/married,1,rent,4,unskilled - resident,0 year,1 year,Registered under the applicant's name,1,Low,,0
1607360,38,male,single,1,own,2,skilled employee / official,4 years,7 years,,1,Low,,
1343586,26,female,divorced/separated/married,1,rent,4,management / self-employed / highly qualified employee / officer,,0 year,Registered under the applicant's name,1,,,
1109612,22,female,divorced/separated/married,1,own,4,unskilled - resident,1 year,4 years,,1,Low,,0
1432750,27,male,single,1,own,4,unskilled - resident,7 years,,,1,Low,0,2 lac
1902302,24,female,divorced/separated/married,1,own,3,skilled employee / official,4 years,7 years,,1,Low,,
1519801,27,female,divorced/separated/married,1,own,1,skilled employee / official,4 years,7 years,,1,Low,0,2 lac
1312718,33,female,divorced/separated/married,1,own,2,skilled employee / official,1 year,4 years,Registered under the applicant's name,1,,,
1554006,27,male,divorced/separated,1,own,4,skilled employee / official,0 year,1 year,,1,Low,0,2 lac
1492967,27,male,married/widowed,1,own,3,unskilled - resident,0 year,1 year,,1,Low,,
1442676,30,male,single,1,own,3,skilled employee / official,7 years,,,1,Low,0,2 lac
1378210,49,male,single,2,own,3,unskilled - resident,0 year,1 year,,1,Low,0,2 lac
1774767,26,female,divorced/separated/married,1,rent,2,skilled employee / official,1 year,4 years,,1,Low,,
1635448,33,male,single,1,rent,1,unskilled - resident,0 year,1 year,,1,Low,0,2 lac
1143985,52,female,divorced/separated/married,1,for free,4,management / self-employed / highly qualified employee / officer,7 years,,Registered under the applicant's name,1,,,
1670066,20,female,divorced/separated/married,1,rent,4,skilled employee / official,1 year,4 years,,1,Low,,0
1466670,36,male,single,2,rent,2,skilled employee / official,1 year,4 years,,1,Low,,0
1447929,21,male,single,1,own,1,unskilled - resident,1 year,4 years,,1,Low,,0
1618937,47,male,married/widowed,1,own,3,unskilled - resident,1 year,4 years,Registered under the applicant's name,1,Low,,0
1873573,60,male,single,1,own,3,skilled employee / official,7 years,,,1,Low,,0
1830977,58,female,divorced/separated/married,1,own,3,unskilled - resident,4 years,7 years,Registered under the applicant's name,1,Low,,0
1612355,42,female,divorced/separated/married,1,rent,4,skilled employee / official,1 year,4 years,Registered under the applicant's name,1,,0,2 lac
1165234,36,female,divorced/separated/married,1,own,4,unskilled - resident,7 years,,,1,Very high,,
1825343,20,female,divorced/separated/married,1,rent,4,unskilled - resident,1 year,4 years,Registered under the applicant's name,1,Low,0,2 lac
1307369,40,male,single,1,own,3,management / self-employed / highly qualified employee / officer,7 years,,Registered under the applicant's name,1,,,0
1403127,32,female,divorced/separated/married,1,own,1,unskilled - resident,0 year,1 year,,1,Medium,0,2 lac
1852152,23,female,divorced/separated/married,1,rent,4,skilled employee / official,4 years,7 years,,1,Low,,0
1510937,36,male,single,1,own,4,unskilled - resident,1 year,4 years,Registered under the applicant's name,1,Low,0,2 lac
1354791,31,male,single,1,own,2,skilled employee / official,4 years,7 years,,1,Low,,
1841389,32,male,single,1,for free,2,skilled employee / official,1 year,4 years,,1,Low,,
1854199,45,female,divorced/separated/married,1,own,1,skilled employee / official,0 year,1 year,,1,Low,0,2 lac
1256236,30,female,divorced/separated/married,1,own,1,skilled employee / official,1 year,4 years,,1,Low,0,2 lac
1503339,34,female,divorced/separated/married,1,for free,4,unskilled - resident,4 years,7 years,,1,Low,0,2 lac
1500594,28,female,divorced/separated/married,1,own,2,management / self-employed / highly qualified employee / officer,1 year,4 years,Registered under the applicant's name,1,Low,,
1462065,23,female,divorced/separated/married,1,own,2,skilled employee / official,0 year,1 year,,1,Low,2 lac,
1474361,22,male,single,1,own,4,skilled employee / official,1 year,4 years,Registered under the applicant's name,1,High,,0
1764990,74,male,single,1,own,2,management / self-employed / highly qualified employee / officer,1 year,4 years,Registered under the applicant's name,1,Low,,
1621121,50,female,divorced/separated/married,1,for free,4,skilled employee / official,1 year,4 years,,1,Medium,0,2 lac
1365958,33,male,single,1,own,1,skilled employee / official,0 year,1 year,,1,Low,,
1630681,45,male,single,2,for free,4,skilled employee / official,7 years,,,1,,,
1448317,22,female,divorced/separated/married,1,own,3,skilled employee / official,,0 year,,1,Medium,,0
1744762,48,female,divorced/separated/married,2,for free,4,unskilled - resident,7 years,,,1,Medium,2 lac,
1655690,29,female,divorced/separated/married,1,own,2,skilled employee / official,0 year,1 year,,1,Very high,,0
1210184,22,female,divorced/separated/married,1,rent,4,skilled employee / official,1 year,4 years,,0,Low,,0
1113231,22,female,divorced/separated/married,1,own,1,skilled employee / official,4 years,7 years,,1,Low,,
1476817,48,male,single,1,own,2,management / self-employed / highly qualified employee / officer,1 year,4 years,Registered under the applicant's name,1,,0,2 lac
1143908,27,male,single,1,for free,2,management / self-employed / highly qualified employee / officer,1 year,4 years,,1,,0,2 lac
1239641,37,male,single,2,rent,3,skilled employee / official,1 year,4 years,,1,Low,,0
1826580,21,female,divorced/separated/married,1,rent,4,skilled employee / official,1 year,4 years,,1,Medium,0,2 lac
1826763,49,male,divorced/separated,1,own,2,unskilled - resident,1 year,4 years,,1,Low,,
1747933,27,male,single,1,own,3,skilled employee / official,4 years,7 years,,1,Low,0,2 lac
1257777,32,male,single,1,own,2,skilled employee / official,1 year,4 years,,1,Low,,
1687945,38,male,divorced/separated,1,own,2,skilled employee / official,1 year,4 years,,1,,,
1513000,22,female,divorced/separated/married,1,rent,1,skilled employee / official,0 year,1 year,,1,Low,,0
1502591,65,male,single,1,for free,4,skilled employee / official,1 year,4 years,,1,Low,,0
1886102,35,male,single,1,own,2,skilled employee / official,7 years,,,1,,,
1597354,41,male,single,1,own,2,skilled employee / official,1 year,4 years,Registered under the applicant's name,1,Low,2 lac,
1391760,29,male,single,1,own,3,skilled employee / official,4 years,7 years,,1,Medium,0,2 lac
1883131,36,male,single,1,own,4,skilled employee / official,1 year,4 years,Registered under the applicant's name,1,High,,
1679090,64,male,single,1,own,4,unskilled - resident,7 years,,,1,,,
1784512,28,female,divorced/separated/married,1,own,4,skilled employee / official,1 year,4 years,,1,Low,,0
1326708,44,male,single,1,own,3,skilled employee / official,1 year,4 years,,1,Low,,0
1443796,23,male,single,1,own,1,skilled employee / official,0 year,1 year,,1,,0,2 lac
1862135,19,female,divorced/separated/married,1,rent,2,skilled employee / official,0 year,1 year,,1,Low,,
1432788,25,female,divorced/separated/married,1,own,4,unskilled - resident,0 year,1 year,Registered under the applicant's name,1,Low,0,2 lac
1707666,47,male,single,2,own,4,skilled employee / official,7 years,,Registered under the applicant's name,1,Low,,
1349046,28,female,divorced/separated/married,1,own,1,skilled employee / official,4 years,7 years,,1,High,,
1640552,21,male,single,1,own,4,skilled employee / official,4 years,7 years,Registered under the applicant's name,1,Low,,
1532989,34,female,divorced/separated/married,2,own,3,skilled employee / official,0 year,1 year,,1,Low,,
1300927,26,male,single,2,own,2,skilled employee / official,4 years,7 years,Registered under the applicant's name,1,Low,,0
1684799,27,female,divorced/separated/married,1,own,1,unemployed / unskilled - non-resident,,0 year,,1,Low,,0
1736925,38,male,single,1,own,4,unskilled - resident,7 years,,,1,Low,0,2 lac
1156429,40,male,single,1,own,2,management / self-employed / highly qualified employee / officer,1 year,4 years,Registered under the applicant's name,1,Medium,,
1495594,33,male,married/widowed,1,own,2,skilled employee / official,4 years,7 years,Registered under the applicant's name,1,Low,,
1732994,32,male,married/widowed,1,own,1,management / self-employed / highly qualified employee / officer,4 years,7 years,Registered under the applicant's name,1,Low,,0
1532977,27,male,single,1,rent,4,skilled employee / official,0 year,1 year,Registered under the applicant's name,1,,,
1452733,32,male,divorced/separated,1,own,2,skilled employee / official,1 year,4 years,,1,Low,,0
1304536,26,female,divorced/separated/married,1,own,2,skilled employee / official,1 year,4 years,,1,High,,
1892638,38,male,single,2,for free,3,skilled employee / official,4 years,7 years,,1,Low,2 lac,
1175174,40,male,single,2,rent,4,unskilled - resident,1 year,4 years,,1,Low,,0
1360939,50,male,single,1,for free,1,management / self-employed / highly qualified employee / officer,4 years,7 years,Registered under the applicant's name,1,Low,,0
1637887,37,male,single,1,own,2,unskilled - resident,1 year,4 years,,1,Low,0,2 lac
1126684,45,male,single,1,own,1,skilled employee / official,7 years,,,1,Low,,0
1476071,42,male,single,1,own,4,management / self-employed / highly qualified employee / officer,7 years,,Registered under the applicant's name,1,Medium,0,2 lac
1764381,35,male,single,1,own,3,skilled employee / official,4 years,7 years,Registered under the applicant's name,1,Low,,
1654707,22,male,single,1,for free,4,skilled employee / official,,0 year,,1,Low,,0
1504819,41,male,single,2,own,4,unskilled - resident,7 years,,,1,Low,0,2 lac
1680877,37,male,single,1,own,3,skilled employee / official,4 years,7 years,Registered under the applicant's name,1,,,
1439887,28,female,divorced/separated/married,1,own,1,skilled employee / official,1 year,4 years,,1,Low,0,2 lac
1237671,41,male,single,1,own,1,skilled employee / official,7 years,,Registered under the applicant's name,1,Low,0,2 lac
1352279,23,male,married/widowed,1,rent,4,skilled employee / official,1 year,4 years,,1,Low,2 lac,
1409197,23,male,married/widowed,1,own,2,skilled employee / official,1 year,4 years,,1,,,0
1448066,50,male,single,1,own,2,skilled employee / official,7 years,,,1,Low,,
1337177,35,male,single,1,own,1,management / self-employed / highly qualified employee / officer,,0 year,Registered under the applicant's name,1,Low,0,2 lac
1199661,50,female,divorced/separated/married,1,own,4,unskilled - resident,1 year,4 years,,1,Low,2 lac,
1483329,27,male,single,1,own,2,management / self-employed / highly qualified employee / officer,,0 year,Registered under the applicant's name,1,Low,,
1401525,34,male,single,2,own,2,skilled employee / official,1 year,4 years,Registered under the applicant's name,1,Very high,0,2 lac
1869013,27,female,divorced/separated/married,1,own,1,skilled employee / official,1 year,4 years,,1,Low,,
1611783,43,male,single,1,rent,4,skilled employee / official,7 years,,Registered under the applicant's name,1,Low,,0
1837760,47,male,single,1,own,4,skilled employee / official,7 years,,,1,Low,2 lac,
1844813,27,male,single,1,own,3,unskilled - resident,1 year,4 years,Registered under the applicant's name,1,Medium,,
1554792,31,male,single,1,own,2,skilled employee / official,4 years,7 years,Registered under the applicant's name,1,Medium,,
1771489,42,male,single,1,own,4,management / self-employed / highly qualified employee / officer,7 years,,Registered under the applicant's name,1,Low,,
1241112,24,male,married/widowed,1,own,2,skilled employee / official,1 year,4 years,,1,High,,
1770970,41,male,single,2,own,2,unskilled - resident,0 year,1 year,,1,High,,
1373246,26,female,divorced/separated/married,1,rent,4,management / self-employed / highly qualified employee / officer,4 years,7 years,Registered under the applicant's name,1,Low,,
1509620,33,male,single,1,own,4,skilled employee / official,7 years,,Registered under the applicant's name,1,Low,,
1142576,24,male,married/widowed,1,own,2,skilled employee / official,1 year,4 years,,1,Medium,0,2 lac
1671068,64,male,single,1,rent,4,unskilled - resident,7 years,,,1,Low,,0
1538199,26,female,divorced/separated/married,1,own,1,skilled employee / official,0 year,1 year,,1,Low,,
1482554,56,female,divorced/separated/married,1,own,2,skilled employee / official,0 year,1 year,,1,Low,,
1516876,37,male,single,1,for free,4,skilled employee / official,1 year,4 years,Registered under the applicant's name,1,,,
1586174,33,male,married/widowed,1,own,3,skilled employee / official,1 year,4 years,,1,Low,,
1168229,47,male,married/widowed,1,for free,3,skilled employee / official,0 year,1 year,Registered under the applicant's name,1,Low,,
1441925,31,male,single,2,own,3,unskilled - resident,4 years,7 years,Registered under the applicant's name,1,Medium,0,2 lac
1662345,34,male,single,2,for free,4,skilled employee / official,1 year,4 years,Registered under the applicant's name,1,,,
1649933,27,male,single,1,own,2,skilled employee / official,4 years,7 years,Registered under the applicant's name,1,,2 lac,
1168468,30,male,single,1,for free,3,skilled employee / official,7 years,,,1,Medium,0,2 lac
1875015,35,male,single,1,own,4,skilled employee / official,7 years,,Registered under the applicant's name,1,Medium,,
1273850,31,male,single,2,own,3,skilled employee / official,1 year,4 years,,1,Very high,,0
1345875,25,male,divorced/separated,1,own,3,skilled employee / official,1 year,4 years,,1,Low,,0
1774355,25,female,divorced/separated/married,1,own,2,unskilled - resident,1 year,4 years,,1,Medium,0,2 lac
1626519,29,male,single,1,own,1,skilled employee / official,0 year,1 year,,1,Medium,0,2 lac
1321826,44,male,single,2,own,3,unskilled - resident,0 year,1 year,,1,,,0
1412577,28,male,single,1,own,2,skilled employee / official,4 years,7 years,Registered under the applicant's name,1,Low,,
1514997,50,male,single,1,rent,4,skilled employee / official,1 year,4 years,,1,High,,
1209193,29,male,single,1,own,3,skilled employee / official,4 years,7 years,,0,Low,0,2 lac
1656838,38,female,divorced/separated/married,1,own,2,unemployed / unskilled - non-resident,,0 year,,1,Low,,
1381175,24,male,single,1,own,2,skilled employee / official,1 year,4 years,,1,Low,,
1430426,40,male,single,1,rent,4,management / self-employed / highly qualified employee / officer,7 years,,Registered under the applicant's name,1,Low,2 lac,
1776816,29,female,divorced/separated/married,1,rent,4,unskilled - resident,1 year,4 years,,1,High,,
1178282,46,male,single,1,for free,4,skilled employee / official,7 years,,Registered under the applicant's name,1,Low,,0
1657898,47,female,divorced/separated/married,1,for free,2,skilled employee / official,7 years,,Registered under the applicant's name,1,Medium,2 lac,
1629275,41,male,single,1,own,2,skilled employee / official,7 years,,,1,Medium,0,2 lac
1846282,32,female,divorced/separated/married,2,own,1,skilled employee / official,0 year,1 year,Registered under the applicant's name,1,Low,0,2 lac
1607876,35,female,divorced/separated/married,1,for free,4,skilled employee / official,7 years,,,1,High,,
1735719,24,male,single,1,own,2,skilled employee / official,4 years,7 years,,1,Medium,0,2 lac
1516902,25,female,divorced/separated/married,1,rent,3,skilled employee / official,0 year,1 year,,1,Low,0,2 lac
1127273,25,female,divorced/separated/married,1,own,4,skilled employee / official,7 years,,,1,Low,0,2 lac
1789670,37,male,single,2,own,2,unskilled - resident,1 year,4 years,,1,Low,0,2 lac
1215142,32,male,single,1,own,3,management / self-employed / highly qualified employee / officer,7 years,,Registered under the applicant's name,1,High,,
1346719,35,female,divorced/separated/married,1,for free,4,skilled employee / official,7 years,,,1,Low,,0
1280395,46,male,single,1,own,4,management / self-employed / highly qualified employee / officer,7 years,,Registered under the applicant's name,1,,,
1695246,25,male,single,1,own,4,unskilled - resident,1 year,4 years,,1,Low,,0
1372926,27,male,single,1,own,2,management / self-employed / highly qualified employee / officer,4 years,7 years,Registered under the applicant's name,1,Low,0,2 lac
1314021,63,male,single,1,own,4,skilled employee / official,7 years,,,1,,,
1152616,40,male,single,2,own,2,skilled employee / official,7 years,,Registered under the applicant's name,1,,,
1849511,32,male,single,1,for free,2,management / self-employed / highly qualified employee / officer,1 year,4 years,Registered under the applicant's name,1,Low,,
1153145,31,male,single,1,own,2,skilled employee / official,1 year,4 years,Registered under the applicant's name,1,,2 lac,
1532256,31,male,married/widowed,1,own,4,skilled employee / official,7 years,,Registered under the applicant's name,1,Medium,0,2 lac
1392809,34,male,single,1,own,2,management / self-employed / highly qualified employee / officer,0 year,1 year,Registered under the applicant's name,1,Low,2 lac,
1619368,24,female,divorced/separated/married,2,rent,2,skilled employee / official,0 year,1 year,,1,Very high,0,2 lac
1133947,24,female,divorced/separated/married,1,own,2,unskilled - resident,1 year,4 years,,1,Low,,0
1169619,66,female,divorced/separated/married,1,own,3,unskilled - resident,1 year,4 years,,1,High,0,2 lac
1215207,21,female,divorced/separated/married,1,rent,3,skilled employee / official,1 year,4 years,,1,Low,,
1349113,41,female,divorced/separated/married,1,own,2,unskilled - resident,1 year,4 years,,1,Very high,,
1188964,47,male,married/widowed,1,own,2,unskilled - resident,1 year,4 years,,1,High,,
1695402,25,female,divorced/separated/married,1,rent,4,skilled employee / official,1 year,4 years,,1,Low,,0
1183707,59,female,divorced/separated/married,1,rent,3,skilled employee / official,7 years,,,1,Low,0,2 lac
1216943,36,male,divorced/separated,1,own,4,skilled employee / official,1 year,4 years,Registered under the applicant's name,1,Very high,2 lac,
1782832,33,male,single,1,own,2,skilled employee / official,0 year,1 year,,1,Low,0,2 lac
1892474,21,male,single,2,rent,4,unskilled - resident,1 year,4 years,,1,Low,,0
1652800,44,female,divorced/separated/married,1,own,2,unskilled - resident,4 years,7 years,,1,Low,0,2 lac
1643428,28,female,divorced/separated/married,1,rent,4,skilled employee / official,1 year,4 years,Registered under the applicant's name,1,Very high,,
1221330,37,female,divorced/separated/married,2,own,1,skilled employee / official,4 years,7 years,,1,Low,,
1106688,29,female,divorced/separated/married,1,own,2,unemployed / unskilled - non-resident,0 year,1 year,,1,,0,2 lac
1264018,23,female,divorced/separated/married,1,rent,4,management / self-employed / highly qualified employee / officer,1 year,4 years,,1,Low,0,2 lac
1412879,35,male,single,2,own,4,unskilled - resident,1 year,4 years,Registered under the applicant's name,1,Medium,,0
1165210,45,male,single,2,own,3,management / self-employed / highly qualified employee / officer,4 years,7 years,Registered under the applicant's name,1,Low,,
1399194,26,female,divorced/separated/married,1,rent,4,unskilled - resident,1 year,4 years,,1,Medium,0,2 lac
1833657,32,male,single,1,own,3,skilled employee / official,4 years,7 years,,1,Medium,,0
1292645,23,male,single,1,own,4,unskilled - resident,1 year,4 years,,1,Low,0,2 lac
1536162,41,male,single,1,own,3,skilled employee / official,7 years,,Registered under the applicant's name,1,,,
1668971,22,male,single,1,own,4,skilled employee / official,1 year,4 years,Registered under the applicant's name,1,High,,0
1216844,30,male,single,1,own,4,management / self-employed / highly qualified employee / officer,4 years,7 years,Registered under the applicant's name,1,,,0
1601024,28,male,single,1,own,1,unskilled - resident,0 year,1 year,,1,Low,,0
1391686,23,female,divorced/separated/married,1,rent,4,skilled employee / official,,0 year,,1,Low,,0
1504217,37,female,divorced/separated/married,1,own,1,unskilled - resident,0 year,1 year,,1,Low,,0
1800745,26,male,single,1,own,3,skilled employee / official,1 year,4 years,,1,,,
1282922,33,male,single,1,own,2,skilled employee / official,4 years,7 years,,1,Low,,
1837579,49,female,divorced/separated/married,1,own,1,skilled employee / official,7 years,,Registered under the applicant's name,1,Low,,0
1612689,23,female,divorced/separated/married,1,own,2,unskilled - resident,0 year,1 year,,1,Low,,0
1746834,23,female,divorced/separated/married,1,rent,4,unskilled - resident,4 years,7 years,,1,Medium,0,2 lac
1708009,25,female,divorced/separated/married,1,own,2,skilled employee / official,4 years,7 years,,1,Low,,
1331312,55,male,single,2,for free,4,skilled employee / official,7 years,,,1,Very high,,
1621486,32,female,divorced/separated/married,1,rent,4,skilled employee / official,4 years,7 years,,1,,,0
1868234,74,male,single,2,own,1,unemployed / unskilled - non-resident,1 year,4 years,,0,Low,2 lac,
1358207,39,male,single,1,for free,4,skilled employee / official,1 year,4 years,Registered under the applicant's name,1,,2 lac,
1888759,31,male,single,1,own,2,skilled employee / official,1 year,4 years,Registered under the applicant's name,1,Low,,
1239673,35,male,single,1,own,3,skilled employee / official,7 years,,,1,Low,,0
1691986,59,female,divorced/separated/married,1,own,4,skilled employee / official,7 years,,Registered under the applicant's name,1,,,
1298469,24,female,divorced/separated/married,1,rent,4,skilled employee / official,1 year,4 years,,1,Low,,0
1197388,24,male,single,1,own,3,unskilled - resident,1 year,4 years,,1,Low,,0
1721124,30,male,single,1,for free,4,management / self-employed / highly qualified employee / officer,7 years,,Registered under the applicant's name,1,,,
1462018,27,male,married/widowed,1,own,3,skilled employee / official,4 years,7 years,Registered under the applicant's name,1,Medium,,
1235848,40,male,married/widowed,1,own,3,unskilled - resident,7 years,,,1,Low,0,2 lac
1714471,31,male,divorced/separated,1,own,4,unskilled - resident,0 year,1 year,,1,Low,,0
1425297,31,female,divorced/separated/married,1,rent,4,skilled employee / official,0 year,1 year,,1,,,
1325035,28,male,single,1,rent,4,skilled employee / official,7 years,,Registered under the applicant's name,1,Low,0,2 lac
1537731,63,male,single,1,own,4,unskilled - resident,7 years,,Registered under the applicant's name,1,Low,,
1175864,26,female,divorced/separated/married,1,rent,4,skilled employee / official,7 years,,,1,,,0
1278263,25,female,divorced/separated/married,1,own,2,management / self-employed / highly qualified employee / officer,1 year,4 years,Registered under the applicant's name,1,Low,,0
1700305,36,male,single,1,own,4,management / self-employed / highly qualified employee / officer,7 years,,Registered under the applicant's name,1,Low,,
1730881,52,male,single,1,own,4,skilled employee / official,7 years,,,1,Medium,,
1687239,66,male,single,1,for free,4,unemployed / unskilled - non-resident,,0 year,,1,High,2 lac,
1291883,25,female,divorced/separated/married,1,rent,4,skilled employee / official,1 year,4 years,,1,,,0
1876616,37,male,single,1,own,4,skilled employee / official,4 years,7 years,Registered under the applicant's name,1,Low,,
1888544,25,female,divorced/separated/married,1,own,1,skilled employee / official,4 years,7 years,,1,Low,,0
1185509,38,male,single,1,own,2,management / self-employed / highly qualified employee / officer,7 years,,Registered under the applicant's name,1,Very high,,
1114818,67,female,divorced/separated/married,1,own,4,skilled employee / official,,0 year,Registered under the applicant's name,1,Low,0,2 lac
1410684,25,male,single,1,own,2,skilled employee / official,4 years,7 years,,1,Low,0,2 lac
1129775,60,male,single,1,own,4,skilled employee / official,7 years,,Registered under the applicant's name,1,Very high,,
1113703,31,male,single,1,own,2,unskilled - resident,1 year,4 years,Registered under the applicant's name,1,Low,0,2 lac
1458796,23,female,divorced/separated/married,1,own,2,unskilled - resident,0 year,1 year,,1,Medium,0,2 lac
1859102,60,male,divorced/separated,1,own,4,management / self-employed / highly qualified employee / officer,,0 year,Registered under the applicant's name,1,,0,2 lac
1105364,35,male,single,1,own,2,unskilled - resident,1 year,4 years,Registered under the applicant's name,1,Very high,0,2 lac
1552102,40,male,single,1,own,4,skilled employee / official,7 years,,,1,High,,
1768642,38,male,single,2,own,3,skilled employee / official,7 years,,Registered under the applicant's name,1,,,
1545112,50,male,single,1,for free,4,skilled employee / official,7 years,,,1,Low,0,2 lac
1617637,27,male,single,1,own,3,skilled employee / official,1 year,4 years,Registered under the applicant's name,1,Low,,0
1569484,39,female,divorced/separated/married,2,own,4,skilled employee / official,7 years,,,1,Low,0,2 lac
1372040,41,male,single,2,own,4,management / self-employed / highly qualified employee / officer,7 years,,Registered under the applicant's name,1,,,
1889303,27,male,married/widowed,1,own,2,skilled employee / official,1 year,4 years,,1,,,
1414229,51,male,divorced/separated,1,for free,4,skilled employee / official,7 years,,,1,Low,2 lac,
1251047,32,male,single,1,rent,3,skilled employee / official,7 years,,Registered under the applicant's name,1,High,,
1755345,22,female,divorced/separated/married,1,rent,4,skilled employee / official,0 year,1 year,,1,Medium,,
1228039,51,male,single,2,for free,4,skilled employee / official,7 years,,Registered under the applicant's name,1,,,0
1675569,22,female,divorced/separated/married,1,rent,4,unskilled - resident,0 year,1 year,,1,Low,,
1258889,54,male,married/widowed,1,own,4,skilled employee / official,7 years,,Registered under the applicant's name,1,,,
1873693,35,male,single,1,own,2,unemployed / unskilled - non-resident,0 year,1 year,,1,,0,2 lac
1513715,54,male,single,2,for free,4,skilled employee / official,7 years,,,1,Low,,
1609859,48,female,divorced/separated/married,1,rent,4,unskilled - resident,7 years,,Registered under the applicant's name,1,Low,0,2 lac
1867602,24,female,divorced/separated/married,1,own,4,skilled employee / official,7 years,,,1,Low,,0
1631439,35,male,single,1,own,4,skilled employee / official,7 years,,,1,,,
1739359,24,female,divorced/separated/married,1,rent,2,unemployed / unskilled - non-resident,,0 year,,1,,0,2 lac
1487299,24,male,single,1,own,1,skilled employee / official,4 years,7 years,Registered under the applicant's name,1,Low,,0
1713111,26,male,married/widowed,1,own,3,unskilled - resident,0 year,1 year,,0,Low,0,2 lac
1207751,65,male,single,1,own,4,skilled employee / official,7 years,,,1,,,
1848913,55,male,single,1,for free,2,management / self-employed / highly qualified employee / officer,,0 year,Registered under the applicant's name,1,Low,0,2 lac
1366939,26,female,divorced/separated/married,1,rent,1,unemployed / unskilled - non-resident,0 year,1 year,,1,Low,0,2 lac
1109861,26,male,married/widowed,1,own,2,skilled employee / official,0 year,1 year,Registered under the applicant's name,1,Low,0,2 lac
1662902,28,male,married/widowed,1,own,3,unskilled - resident,4 years,7 years,,1,Low,0,2 lac
1434140,24,male,single,1,own,4,skilled employee / official,4 years,7 years,Registered under the applicant's name,1,Low,,0
1310244,54,male,single,1,own,4,skilled employee / official,1 year,4 years,,1,Low,,0
1455390,46,male,single,2,for free,4,skilled employee / official,4 years,7 years,,1,Low,,0
1436351,54,female,divorced/separated/married,1,rent,2,skilled employee / official,1 year,4 years,,1,Low,0,2 lac
1771663,62,male,divorced/separated,1,own,4,skilled employee / official,1 year,4 years,,1,High,,
1646485,24,female,divorced/separated/married,1,rent,2,skilled employee / official,4 years,7 years,Registered under the applicant's name,1,Low,,
1113817,43,male,divorced/separated,1,own,3,management / self-employed / highly qualified employee / officer,,0 year,,1,Low,,0
1834364,26,male,married/widowed,1,own,3,skilled employee / official,1 year,4 years,,1,Low,,0
1170672,27,male,married/widowed,1,own,2,skilled employee / official,1 year,4 years,Registered under the applicant's name,1,Low,,
1300764,24,male,married/widowed,1,own,1,skilled employee / official,1 year,4 years,,1,Low,2 lac,
1725992,41,male,single,2,own,2,skilled employee / official,7 years,,,1,Low,,0
1864186,47,male,single,1,own,4,unskilled - resident,7 years,,,1,Low,,0
1596340,35,male,divorced/separated,1,own,2,management / self-employed / highly qualified employee / officer,0 year,1 year,Registered under the applicant's name,1,Low,,
1226103,30,male,married/widowed,1,own,3,skilled employee / official,7 years,,Registered under the applicant's name,1,Low,,0
1225173,33,female,divorced/separated/married,1,rent,4,skilled employee / official,7 years,,Registered under the applicant's name,1,Low,,0
1632164,36,male,single,2,own,2,skilled employee / official,1 year,4 years,,1,Low,,
1227188,47,male,single,1,for free,4,skilled employee / official,7 years,,,1,,,0
1529209,38,male,single,2,for free,4,skilled employee / official,1 year,4 years,Registered under the applicant's name,1,,0,2 lac
1324304,44,male,single,2,own,2,skilled employee / official,1 year,4 years,Registered under the applicant's name,1,High,,
1331183,23,female,divorced/separated/married,1,rent,3,skilled employee / official,0 year,1 year,Registered under the applicant's name,1,Low,,0
1296225,29,male,single,1,rent,4,skilled employee / official,7 years,,,1,Low,,0
1527920,42,female,divorced/separated/married,1,own,4,skilled employee / official,7 years,,Registered under the applicant's name,1,,0,2 lac
1319710,25,female,divorced/separated/married,1,own,3,unskilled - resident,0 year,1 year,,1,Low,2 lac,
